0,13,19,16,4,8,18
1,25,10,2,5,3,22,21,10,23,6
2,18,8,4,6,5,1
3,4,7,17,20,22,5,2,6
4,8,0,16,7,3,6,2
5,2,6,3,1
6,5,2,3,1
7,4,16,17,3
8,0,4,2,18
9,21,1
10,25,12,18,1
11,12
12,11,18,10,25
13,0,19
14,16,15
15,14,16
16,14,15,19,0,4,7,17
17,16,7,3,20
18,12,0,8,2,1,10
19,13,0,16
20,3,17,22
21,23,9,1,22,24
22,21,1,3,20
23,21,2,25
24,21
25,23,1,10,12
